COUNTRY,IDCNTRY,IDSTUD
DEU,(280) Germany,701010119
DEU,(280) Germany,701010120
DEU,(280) Germany,701010121
DEU,(280) Germany,701010122
DEU,(280) Germany,701010123
DEU,(280) Germany,701010124
DEU,(280) Germany,701010125
DEU,(280) Germany,701010126
DEU,(280) Germany,704010101
DEU,(280) Germany,704010102
DEU,(280) Germany,704010103
DEU,(280) Germany,704010104
DEU,(280) Germany,704010105
DEU,(280) Germany,704010106
DEU,(280) Germany,704010107
DEU,(280) Germany,704010108
DEU,(280) Germany,704010109
DEU,(280) Germany,704010110
DEU,(280) Germany,704010111
DEU,(280) Germany,704010112
DEU,(280) Germany,704010113
DEU,(280) Germany,704010114
DEU,(280) Germany,704010115
DEU,(280) Germany,704010116
DEU,(280) Germany,704010117
DEU,(280) Germany,704010118
DEU,(280) Germany,705010101
DEU,(280) Germany,705010102
DEU,(280) Germany,705010103
DEU,(280) Germany,705010104
DEU,(280) Germany,705010105
DEU,(280) Germany,705010106
DEU,(280) Germany,705010107
DEU,(280) Germany,705010108
DEU,(280) Germany,705010109
DEU,(280) Germany,705010110
DEU,(280) Germany,705010111
DEU,(280) Germany,705010112
DEU,(280) Germany,705010113
DEU,(280) Germany,705010114
DEU,(280) Germany,705010115
DEU,(280) Germany,705010116
DEU,(280) Germany,705010117
DEU,(280) Germany,705010118
DEU,(280) Germany,705010119
DEU,(280) Germany,801010101
DEU,(280) Germany,801010102
DEU,(280) Germany,801010103
DEU,(280) Germany,801010104
DEU,(280) Germany,801010105
DEU,(280) Germany,801010106
DEU,(280) Germany,801010107
DEU,(280) Germany,801010108
DEU,(280) Germany,801010109
DEU,(280) Germany,801010110
DEU,(280) Germany,801010111
DEU,(280) Germany,801010112
DEU,(280) Germany,801010113
DEU,(280) Germany,801010114
DEU,(280) Germany,801030101
DEU,(280) Germany,801030102
DEU,(280) Germany,801030103
DEU,(280) Germany,801030104
DEU,(280) Germany,801030105
DEU,(280) Germany,801030106
DEU,(280) Germany,801030107
DEU,(280) Germany,801030108
DEU,(280) Germany,801030109
DEU,(280) Germany,801030110
DEU,(280) Germany,801030111
DEU,(280) Germany,801030112
DEU,(280) Germany,801040101
DEU,(280) Germany,801040102
DEU,(280) Germany,801040103
DEU,(280) Germany,801040104
DEU,(280) Germany,801040105
DEU,(280) Germany,801040106
DEU,(280) Germany,801040107
DEU,(280) Germany,801040108
DEU,(280) Germany,801040109
DEU,(280) Germany,801040110
DEU,(280) Germany,803010101
DEU,(280) Germany,803010102
DEU,(280) Germany,803010103
DEU,(280) Germany,803010104
DEU,(280) Germany,803010105
DEU,(280) Germany,803010106
DEU,(280) Germany,803010107
DEU,(280) Germany,803010108
DEU,(280) Germany,803010109
DEU,(280) Germany,803010110
DEU,(280) Germany,803010111
DEU,(280) Germany,803010112
DEU,(280) Germany,803010113
DEU,(280) Germany,803010114
DEU,(280) Germany,803010115
DEU,(280) Germany,803010116
DEU,(280) Germany,803010117
DEU,(280) Germany,803010118
DEU,(280) Germany,803010119
DEU,(280) Germany,803020101
DEU,(280) Germany,803020102
DEU,(280) Germany,803020103
DEU,(280) Germany,803020104
DEU,(280) Germany,803020105
DEU,(280) Germany,803020106
DEU,(280) Germany,803020107
DEU,(280) Germany,803020108
DEU,(280) Germany,803020109
DEU,(280) Germany,803020110
DEU,(280) Germany,803020111
DEU,(280) Germany,803020112
DEU,(280) Germany,803020113
DEU,(280) Germany,803020114
DEU,(280) Germany,803020115
DEU,(280) Germany,803020116
DEU,(280) Germany,803020117
DEU,(280) Germany,803020118
DEU,(280) Germany,803020119
DEU,(280) Germany,805010101
DEU,(280) Germany,805010102
DEU,(280) Germany,805010103
DEU,(280) Germany,805010104
DEU,(280) Germany,805010105
DEU,(280) Germany,805010106
DEU,(280) Germany,805010107
DEU,(280) Germany,805010108
DEU,(280) Germany,805010109
DEU,(280) Germany,805010110
DEU,(280) Germany,805010111
DEU,(280) Germany,805010112
DEU,(280) Germany,805010113
DEU,(280) Germany,805010114
DEU,(280) Germany,805010115
DEU,(280) Germany,805010116
DEU,(280) Germany,805010117
DEU,(280) Germany,805010118
DEU,(280) Germany,805010119
DEU,(280) Germany,805010120
DEU,(280) Germany,805010121
DEU,(280) Germany,805010122
DEU,(280) Germany,805010123
DEU,(280) Germany,805010124
DEU,(280) Germany,805010125
DEU,(280) Germany,805010126
DEU,(280) Germany,805010127
DEU,(280) Germany,805010128
DEU,(280) Germany,805010129
DEU,(280) Germany,805020101
DEU,(280) Germany,805020102
DEU,(280) Germany,805020103
DEU,(280) Germany,805020104
DEU,(280) Germany,805020105
DEU,(280) Germany,805020106
DEU,(280) Germany,805020107
DEU,(280) Germany,805020108
DEU,(280) Germany,805020109
DEU,(280) Germany,805020110
DEU,(280) Germany,805020111
DEU,(280) Germany,805020112
DEU,(280) Germany,805020113
DEU,(280) Germany,805020114
DEU,(280) Germany,805020115
DEU,(280) Germany,805020116
DEU,(280) Germany,805020117
DEU,(280) Germany,805020118
DEU,(280) Germany,805020119
DEU,(280) Germany,903010101
DEU,(280) Germany,903010102
DEU,(280) Germany,903010103
DEU,(280) Germany,903010104
DEU,(280) Germany,903010105
DEU,(280) Germany,903010106
DEU,(280) Germany,903010107
DEU,(280) Germany,903010108
DEU,(280) Germany,903010109
DEU,(280) Germany,903010110
DEU,(280) Germany,903010111
DEU,(280) Germany,903010112
DEU,(280) Germany,903010113
DEU,(280) Germany,903010114
DEU,(280) Germany,903010115
DEU,(280) Germany,903010116
DEU,(280) Germany,903010117
DEU,(280) Germany,903010118
DEU,(280) Germany,903010119
DEU,(280) Germany,903010120
DEU,(280) Germany,903010121
DEU,(280) Germany,903010122
DEU,(280) Germany,904010101
DEU,(280) Germany,904010102
DEU,(280) Germany,904010103
DEU,(280) Germany,904010104
DEU,(280) Germany,904010105
DEU,(280) Germany,904010106
DEU,(280) Germany,904010107
DEU,(280) Germany,904010108
DEU,(280) Germany,904010109
DEU,(280) Germany,904010110
DEU,(280) Germany,904010111
DEU,(280) Germany,904010112
DEU,(280) Germany,904010113
DEU,(280) Germany,904010114
DEU,(280) Germany,904010115
DEU,(280) Germany,904010116
DEU,(280) Germany,904010117
DEU,(280) Germany,904010118
DEU,(280) Germany,904010119
DEU,(280) Germany,904010120
DEU,(280) Germany,904010121
DEU,(280) Germany,904010122
DEU,(280) Germany,904010123
DEU,(280) Germany,904010124
DEU,(280) Germany,904010125
DEU,(280) Germany,904010126
DEU,(280) Germany,904040101
DEU,(280) Germany,904040102
DEU,(280) Germany,904040103
DEU,(280) Germany,904040104
DEU,(280) Germany,904040105
DEU,(280) Germany,904040106
DEU,(280) Germany,904040107
DEU,(280) Germany,904040108
DEU,(280) Germany,904040109
DEU,(280) Germany,904040110
DEU,(280) Germany,904040111
DEU,(280) Germany,904040112
DEU,(280) Germany,904040113
DEU,(280) Germany,904040114
DEU,(280) Germany,904040115
DEU,(280) Germany,904040116
DEU,(280) Germany,904040117
DEU,(280) Germany,904040118
DEU,(280) Germany,904040119
DEU,(280) Germany,904040120
DEU,(280) Germany,904040121
DEU,(280) Germany,904040122
DEU,(280) Germany,904040123
DEU,(280) Germany,904040124
DEU,(280) Germany,904040125
DEU,(280) Germany,904040126
DEU,(280) Germany,904040127
DEU,(280) Germany,904050101
DEU,(280) Germany,904050102
DEU,(280) Germany,904050103
DEU,(280) Germany,904050104
DEU,(280) Germany,904050105
DEU,(280) Germany,904050106
DEU,(280) Germany,904050107
DEU,(280) Germany,904050108
DEU,(280) Germany,904050109
DEU,(280) Germany,904050110
DEU,(280) Germany,904050111
DEU,(280) Germany,904050112
DEU,(280) Germany,904050113
DEU,(280) Germany,904050114
DEU,(280) Germany,904050115
DEU,(280) Germany,904050116
DEU,(280) Germany,904050117
DEU,(280) Germany,904050118
DEU,(280) Germany,904060101
DEU,(280) Germany,904060102
DEU,(280) Germany,904060103
DEU,(280) Germany,904060104
DEU,(280) Germany,904060105
DEU,(280) Germany,904060106
DEU,(280) Germany,904060107
DEU,(280) Germany,904060108
DEU,(280) Germany,904060109
DEU,(280) Germany,904060110
DEU,(280) Germany,904060111
DEU,(280) Germany,904060112
DEU,(280) Germany,904060113
DEU,(280) Germany,904060114
DEU,(280) Germany,904060115
DEU,(280) Germany,904060116
DEU,(280) Germany,904060117
DEU,(280) Germany,904060118
DEU,(280) Germany,904060119
DEU,(280) Germany,904060120
DEU,(280) Germany,904060121
DEU,(280) Germany,904060122
DEU,(280) Germany,904060123
DEU,(280) Germany,905020101
DEU,(280) Germany,905020102
DEU,(280) Germany,905020103
DEU,(280) Germany,905020104
DEU,(280) Germany,905020105
DEU,(280) Germany,905020106
DEU,(280) Germany,905020107
DEU,(280) Germany,905020108
DEU,(280) Germany,905020109
DEU,(280) Germany,905020110
DEU,(280) Germany,905020111
DEU,(280) Germany,905020112
DEU,(280) Germany,905020113
DEU,(280) Germany,905020114
DEU,(280) Germany,905020115
DEU,(280) Germany,905020116
DEU,(280) Germany,905020117
DEU,(280) Germany,905020118
DEU,(280) Germany,905020119
DEU,(280) Germany,1001010101
DEU,(280) Germany,1001010102
DEU,(280) Germany,1001010103
DEU,(280) Germany,1001010104
DEU,(280) Germany,1001010105
DEU,(280) Germany,1001010106
DEU,(280) Germany,1001010107
DEU,(280) Germany,1001010108
DEU,(280) Germany,1001010109
DEU,(280) Germany,1001010110
DEU,(280) Germany,1001020101
DEU,(280) Germany,1001020102
DEU,(280) Germany,1001020103
DEU,(280) Germany,1001020104
DEU,(280) Germany,1001020105
DEU,(280) Germany,1001020106
DEU,(280) Germany,1001020107
DEU,(280) Germany,1001020108
DEU,(280) Germany,1001020109
DEU,(280) Germany,1001020110
DEU,(280) Germany,1001020111
DEU,(280) Germany,1001020112
DEU,(280) Germany,1001020113
DEU,(280) Germany,1001020114
DEU,(280) Germany,1001020115
DEU,(280) Germany,1001020116
DEU,(280) Germany,1003020101
DEU,(280) Germany,1003020102
DEU,(280) Germany,1003020103
DEU,(280) Germany,1003020104
DEU,(280) Germany,1003020105
DEU,(280) Germany,1003020106
DEU,(280) Germany,1003020107
DEU,(280) Germany,1003020108
DEU,(280) Germany,1003020109
DEU,(280) Germany,1003020110
DEU,(280) Germany,1003020111
DEU,(280) Germany,1003020112
DEU,(280) Germany,1003020113
DEU,(280) Germany,1003020114
DEU,(280) Germany,1003020115
DEU,(280) Germany,1003020116
DEU,(280) Germany,1003020117
DEU,(280) Germany,1003020118
DEU,(280) Germany,1003020119
DEU,(280) Germany,1003020120
DEU,(280) Germany,1003020121
DEU,(280) Germany,1003020122
DEU,(280) Germany,1003020123
DEU,(280) Germany,1003020124
DEU,(280) Germany,1003020125
DEU,(280) Germany,1003020126
DEU,(280) Germany,1003020127
DEU,(280) Germany,1003020128
DEU,(280) Germany,1003020129
DEU,(280) Germany,1003020130
DEU,(280) Germany,1004020101
DEU,(280) Germany,1004020102
DEU,(280) Germany,1004020103
DEU,(280) Germany,1004020104
DEU,(280) Germany,1004020105
DEU,(280) Germany,1004020106
DEU,(280) Germany,1004020107
DEU,(280) Germany,1004020108
DEU,(280) Germany,1004020109
DEU,(280) Germany,1004020110
DEU,(280) Germany,1004020111
DEU,(280) Germany,1004020112
DEU,(280) Germany,1004020113
DEU,(280) Germany,1004020114
DEU,(280) Germany,1004020115
DEU,(280) Germany,1004020116
DEU,(280) Germany,1004020117
DEU,(280) Germany,1004020118
DEU,(280) Germany,1004020119
DEU,(280) Germany,1004020120
DEU,(280) Germany,1004020121
DEU,(280) Germany,1004020122
DEU,(280) Germany,1004020123
DEU,(280) Germany,1004020124
DEU,(280) Germany,1004020125
DEU,(280) Germany,1004020126
DEU,(280) Germany,1004020127
DEU,(280) Germany,1005010101
DEU,(280) Germany,1005010102
DEU,(280) Germany,1005010103
DEU,(280) Germany,1005010104
DEU,(280) Germany,1005010105
DEU,(280) Germany,1005010106
DEU,(280) Germany,1005010107
DEU,(280) Germany,1005010108
DEU,(280) Germany,1005010109
DEU,(280) Germany,1005010110
DEU,(280) Germany,1005010111
DEU,(280) Germany,1005010112
DEU,(280) Germany,1005010113
DEU,(280) Germany,1005010114
DEU,(280) Germany,1005010115
DEU,(280) Germany,1005010116
DEU,(280) Germany,1005010117
DEU,(280) Germany,1005010118
DEU,(280) Germany,1005010119
DEU,(280) Germany,1005010120
DEU,(280) Germany,1005010121
DEU,(280) Germany,1005010122
DEU,(280) Germany,1005010123
DEU,(280) Germany,1005010124
DEU,(280) Germany,1102030101
DEU,(280) Germany,1102030102
DEU,(280) Germany,1102030103
DEU,(280) Germany,1102030104
DEU,(280) Germany,1102030105
DEU,(280) Germany,1102030106
DEU,(280) Germany,1102030107
DEU,(280) Germany,1102030108
DEU,(280) Germany,1102030109
DEU,(280) Germany,1102030110
DEU,(280) Germany,1102030111
DEU,(280) Germany,1102030112
DEU,(280) Germany,1102030113
DEU,(280) Germany,1102030114
DEU,(280) Germany,1102030115
DEU,(280) Germany,1102030116
DEU,(280) Germany,1102030117
DEU,(280) Germany,1102030118
DEU,(280) Germany,1102030119
DEU,(280) Germany,1102030120
DEU,(280) Germany,1102030121
DEU,(280) Germany,1102030122
DEU,(280) Germany,1102030123
DEU,(280) Germany,1102030124
DEU,(280) Germany,1102030125
DEU,(280) Germany,1102030126
DEU,(280) Germany,1102030127
DEU,(280) Germany,1102030128
DEU,(280) Germany,1102070101
DEU,(280) Germany,1102070102
DEU,(280) Germany,1102070103
DEU,(280) Germany,1102070104
DEU,(280) Germany,1102070105
DEU,(280) Germany,1102070106
DEU,(280) Germany,1102070107
DEU,(280) Germany,1102070108
DEU,(280) Germany,1102070109
DEU,(280) Germany,1102070110
DEU,(280) Germany,1102070112
DEU,(280) Germany,1102070113
DEU,(280) Germany,1102070114
DEU,(280) Germany,1102070115
DEU,(280) Germany,1102070116
DEU,(280) Germany,1102070117
DEU,(280) Germany,1102070118
DEU,(280) Germany,1102070119
DEU,(280) Germany,1102070120
DEU,(280) Germany,1102070121
DEU,(280) Germany,1102080101
DEU,(280) Germany,1102080102
DEU,(280) Germany,1102080103
DEU,(280) Germany,1102080104
DEU,(280) Germany,1102080105
DEU,(280) Germany,1102080106
DEU,(280) Germany,1102080107
DEU,(280) Germany,1102080108
DEU,(280) Germany,1102080109
DEU,(280) Germany,1102080110
DEU,(280) Germany,1102080111
DEU,(280) Germany,1102080112
DEU,(280) Germany,1102080113
DEU,(280) Germany,1102080114
DEU,(280) Germany,1102080115
DEU,(280) Germany,1102080116
DEU,(280) Germany,1102080117
DEU,(280) Germany,1102080118
DEU,(280) Germany,1102080119
DEU,(280) Germany,1102080120
DEU,(280) Germany,1102090101
DEU,(280) Germany,1102090102
DEU,(280) Germany,1102090103
DEU,(280) Germany,1102090104
DEU,(280) Germany,1102090105
DEU,(280) Germany,1102090106
DEU,(280) Germany,1102090107
DEU,(280) Germany,1102090108
DEU,(280) Germany,1102090109
DEU,(280) Germany,1102090110
DEU,(280) Germany,1102090111
DEU,(280) Germany,1102090112
DEU,(280) Germany,1102090113
DEU,(280) Germany,1102090114
DEU,(280) Germany,1102090115
DEU,(280) Germany,1102090116
DEU,(280) Germany,1102090117
DEU,(280) Germany,1102090118
DEU,(280) Germany,1102090119
DEU,(280) Germany,1102090120
DEU,(280) Germany,1102090121
DEU,(280) Germany,1102090122
DEU,(280) Germany,1102090123
DEU,(280) Germany,1102090124
DEU,(280) Germany,1102090125
DEU,(280) Germany,1102090126
DEU,(280) Germany,1102100101
DEU,(280) Germany,1102100102
DEU,(280) Germany,1102100103
DEU,(280) Germany,1102100104
DEU,(280) Germany,1102100105
DEU,(280) Germany,1102100106
DEU,(280) Germany,1102100107
DEU,(280) Germany,1102100108
DEU,(280) Germany,1102100109
DEU,(280) Germany,1102100110
DEU,(280) Germany,1102100111
DEU,(280) Germany,1102100112
DEU,(280) Germany,1102100113
DEU,(280) Germany,1102100114
DEU,(280) Germany,1102100115
DEU,(280) Germany,1102100117
DEU,(280) Germany,1102100118
DEU,(280) Germany,1102100119
DEU,(280) Germany,1102100120
DEU,(280) Germany,1102100121
DEU,(280) Germany,1102100122
DEU,(280) Germany,1102100123
DEU,(280) Germany,1102100124
DEU,(280) Germany,1102100125
DEU,(280) Germany,1102100126
DEU,(280) Germany,1102120101
DEU,(280) Germany,1102120102
DEU,(280) Germany,1102120103
DEU,(280) Germany,1102120104
DEU,(280) Germany,1102120105
DEU,(280) Germany,1102120106
DEU,(280) Germany,1102120107
DEU,(280) Germany,1102120108
DEU,(280) Germany,1102120109
DEU,(280) Germany,1102120110
DEU,(280) Germany,1102120111
DEU,(280) Germany,1102120112
DEU,(280) Germany,1102120113
DEU,(280) Germany,1102120114
DEU,(280) Germany,1102120115
DEU,(280) Germany,1102120116
DEU,(280) Germany,1102120117
DEU,(280) Germany,1102120118
DEU,(280) Germany,1102130101
DEU,(280) Germany,1102130102
DEU,(280) Germany,1102130103
DEU,(280) Germany,1102130104
DEU,(280) Germany,1102130105
DEU,(280) Germany,1102130106
DEU,(280) Germany,1102130107
DEU,(280) Germany,1102130108
DEU,(280) Germany,1102130109
DEU,(280) Germany,1102130110
DEU,(280) Germany,1102130111
DEU,(280) Germany,1102130112
DEU,(280) Germany,1102130113
DEU,(280) Germany,1102130114
DEU,(280) Germany,1102130115
DEU,(280) Germany,1102130116
DEU,(280) Germany,1102130117
DEU,(280) Germany,1102140101
DEU,(280) Germany,1102140102
DEU,(280) Germany,1102140103
DEU,(280) Germany,1102140104
DEU,(280) Germany,1102140105
DEU,(280) Germany,1102140106
DEU,(280) Germany,1102140107
DEU,(280) Germany,1102140108
DEU,(280) Germany,1102140109
DEU,(280) Germany,1102140110
DEU,(280) Germany,1102140111
DEU,(280) Germany,1102140112
DEU,(280) Germany,1102140113
DEU,(280) Germany,1102140114
DEU,(280) Germany,1102140115
DEU,(280) Germany,1102140116
DEU,(280) Germany,1102140117
DEU,(280) Germany,1102140118
DEU,(280) Germany,1102140119
DEU,(280) Germany,1102140120
DEU,(280) Germany,1102140121
DEU,(280) Germany,1102140122
DEU,(280) Germany,1102150101
DEU,(280) Germany,1102150102
DEU,(280) Germany,1102150103
DEU,(280) Germany,1102150104
DEU,(280) Germany,1102150105
DEU,(280) Germany,1102150106
DEU,(280) Germany,1102150107
DEU,(280) Germany,1102150108
DEU,(280) Germany,1102150109
DEU,(280) Germany,1102150110
DEU,(280) Germany,1102150111
DEU,(280) Germany,1102150112
DEU,(280) Germany,1102150113
DEU,(280) Germany,1102150114
DEU,(280) Germany,1102150115
DEU,(280) Germany,1102150116
DEU,(280) Germany,1102150117
DEU,(280) Germany,1102150118
DEU,(280) Germany,1102150119
DEU,(280) Germany,1102150120
DEU,(280) Germany,1102150121
DEU,(280) Germany,1102160101
DEU,(280) Germany,1102160102
DEU,(280) Germany,1102160103
DEU,(280) Germany,1102160104
DEU,(280) Germany,1102160105
DEU,(280) Germany,1102160106
DEU,(280) Germany,1102160107
DEU,(280) Germany,1102160108
DEU,(280) Germany,1102160109
DEU,(280) Germany,1102160110
DEU,(280) Germany,1102160111
DEU,(280) Germany,1102160112
DEU,(280) Germany,1102160113
DEU,(280) Germany,1102160114
DEU,(280) Germany,1102160115
DEU,(280) Germany,1102160116
DEU,(280) Germany,1102160117
DEU,(280) Germany,1102160118
DEU,(280) Germany,1102160119
DEU,(280) Germany,1102160120
DEU,(280) Germany,1102160121
DEU,(280) Germany,1102160122
DEU,(280) Germany,1102160123
DEU,(280) Germany,1102160124
DEU,(280) Germany,1102160125
DEU,(280) Germany,1102160126
DEU,(280) Germany,1102160127
DEU,(280) Germany,1102160128
DEU,(280) Germany,1102160129
DEU,(280) Germany,1102160130
DEU,(280) Germany,1105010101
DEU,(280) Germany,1105010102
DEU,(280) Germany,1105010103
DEU,(280) Germany,1105010104
DEU,(280) Germany,1105010105
DEU,(280) Germany,1105010106
DEU,(280) Germany,1105010107
DEU,(280) Germany,1105010108
DEU,(280) Germany,1105010109
DEU,(280) Germany,1105010110
DEU,(280) Germany,1105010111
DEU,(280) Germany,1105010112
DEU,(280) Germany,1105010113
DEU,(280) Germany,1105010114
DEU,(280) Germany,1105010115
DEU,(280) Germany,1105010116
DEU,(280) Germany,1105010117
DEU,(280) Germany,1105010118
DEU,(280) Germany,1105010119
DEU,(280) Germany,1201030101
DEU,(280) Germany,1201030102
DEU,(280) Germany,1201030103
DEU,(280) Germany,1201030104
DEU,(280) Germany,1201030105
DEU,(280) Germany,1201030106
DEU,(280) Germany,1201030107
DEU,(280) Germany,1201030108
DEU,(280) Germany,1201030109
DEU,(280) Germany,1201030110
DEU,(280) Germany,1201030111
DEU,(280) Germany,1201030112
DEU,(280) Germany,1201030113
DEU,(280) Germany,1201030114
DEU,(280) Germany,1201050101
DEU,(280) Germany,1201050102
DEU,(280) Germany,1201050103
DEU,(280) Germany,1201050104
DEU,(280) Germany,1201050105
DEU,(280) Germany,1201050106
DEU,(280) Germany,1201050107
DEU,(280) Germany,1201050108
DEU,(280) Germany,1201050109
DEU,(280) Germany,1201050110
DEU,(280) Germany,1201050111
DEU,(280) Germany,1201050112
DEU,(280) Germany,1201050113
DEU,(280) Germany,1201050114
DEU,(280) Germany,1201050115
DEU,(280) Germany,1201050116
DEU,(280) Germany,1201050117
DEU,(280) Germany,1201050118
DEU,(280) Germany,1201050119
DEU,(280) Germany,1201050120
DEU,(280) Germany,1201050121
DEU,(280) Germany,1201050122
DEU,(280) Germany,1201050123
DEU,(280) Germany,1201050124
DEU,(280) Germany,1201050125
DEU,(280) Germany,1201050126
DEU,(280) Germany,1201050127
DEU,(280) Germany,1201060101
DEU,(280) Germany,1201060102
DEU,(280) Germany,1201060103
DEU,(280) Germany,1201060104
DEU,(280) Germany,1201060105
DEU,(280) Germany,1201060106
DEU,(280) Germany,1201060107
DEU,(280) Germany,1201060108
DEU,(280) Germany,1201060109
DEU,(280) Germany,1201060110
DEU,(280) Germany,1201060111
DEU,(280) Germany,1201060112
DEU,(280) Germany,1201060113
DEU,(280) Germany,1201060114
DEU,(280) Germany,1201060115
DEU,(280) Germany,1201060116
DEU,(280) Germany,1201060117
DEU,(280) Germany,1201060118
DEU,(280) Germany,1201060119
DEU,(280) Germany,1201060120
DEU,(280) Germany,1201060121
DEU,(280) Germany,1201060122
DEU,(280) Germany,1201060123
DEU,(280) Germany,1201060124
DEU,(280) Germany,1201090101
DEU,(280) Germany,1201090102
DEU,(280) Germany,1201090103
DEU,(280) Germany,1201090104
DEU,(280) Germany,1201090105
DEU,(280) Germany,1201090106
DEU,(280) Germany,1201090107
DEU,(280) Germany,1201090108
DEU,(280) Germany,1201090109
DEU,(280) Germany,1201090110
DEU,(280) Germany,1201090111
DEU,(280) Germany,1201090112
DEU,(280) Germany,1201090113
DEU,(280) Germany,1201090114
DEU,(280) Germany,1201090115
DEU,(280) Germany,1201090116
DEU,(280) Germany,1201090117
DEU,(280) Germany,1201090118
DEU,(280) Germany,1201090119
DEU,(280) Germany,1201090120
DEU,(280) Germany,1201090121
DEU,(280) Germany,1201090122
DEU,(280) Germany,1203020101
DEU,(280) Germany,1203020102
DEU,(280) Germany,1203020103
DEU,(280) Germany,1203020104
DEU,(280) Germany,1203020105
DEU,(280) Germany,1203020106
DEU,(280) Germany,1203020107
DEU,(280) Germany,1203020108
DEU,(280) Germany,1203020109
DEU,(280) Germany,1203020110
DEU,(280) Germany,1203020111
DEU,(280) Germany,1203020112
DEU,(280) Germany,1203020113
DEU,(280) Germany,1203020114
DEU,(280) Germany,1203020115
DEU,(280) Germany,1203020116
DEU,(280) Germany,1203020117
DEU,(280) Germany,1203020118
DEU,(280) Germany,1203020119
DEU,(280) Germany,1203020120
DEU,(280) Germany,1203020121
DEU,(280) Germany,1203020122
DEU,(280) Germany,1203020123
DEU,(280) Germany,1203020124
DEU,(280) Germany,1203020125
DEU,(280) Germany,1203020126
DEU,(280) Germany,1203020127
DEU,(280) Germany,1203020128
DEU,(280) Germany,1203020129
DEU,(280) Germany,1203020130
DEU,(280) Germany,1203020131
DEU,(280) Germany,1203020132
DEU,(280) Germany,1203030101
DEU,(280) Germany,1203030102
DEU,(280) Germany,1203030103
DEU,(280) Germany,1203030104
DEU,(280) Germany,1203030105
DEU,(280) Germany,1203030106
DEU,(280) Germany,1203030107
DEU,(280) Germany,1203030108
DEU,(280) Germany,1203030109
DEU,(280) Germany,1203030110
DEU,(280) Germany,1203030111
DEU,(280) Germany,1203030112
DEU,(280) Germany,1203030113
DEU,(280) Germany,1203030114
DEU,(280) Germany,1203030115
DEU,(280) Germany,1203030116
DEU,(280) Germany,1203030117
DEU,(280) Germany,1203030118
DEU,(280) Germany,1203030119
DEU,(280) Germany,1203030120
DEU,(280) Germany,1203030121
DEU,(280) Germany,1203030122
DEU,(280) Germany,1203030123
DEU,(280) Germany,1203030124
DEU,(280) Germany,1203030125
DEU,(280) Germany,1203030126
DEU,(280) Germany,1203030127
DEU,(280) Germany,1203050101
DEU,(280) Germany,1203050102
DEU,(280) Germany,1203050103
DEU,(280) Germany,1203050104
DEU,(280) Germany,1203050105
DEU,(280) Germany,1203050106
DEU,(280) Germany,1203050107
DEU,(280) Germany,1203050108
DEU,(280) Germany,1203050109
DEU,(280) Germany,1203050110
DEU,(280) Germany,1203050111
DEU,(280) Germany,1203050112
DEU,(280) Germany,1203050113
DEU,(280) Germany,1203050114
DEU,(280) Germany,1203050115
DEU,(280) Germany,1203050116
DEU,(280) Germany,1203050117
DEU,(280) Germany,1203050118
DEU,(280) Germany,1203050119
DEU,(280) Germany,1203050120
DEU,(280) Germany,1203050121
DEU,(280) Germany,1203050122
DEU,(280) Germany,1203050123
DEU,(280) Germany,1203050124
DEU,(280) Germany,1203050125
DEU,(280) Germany,1203050126
DEU,(280) Germany,1203050127
DEU,(280) Germany,1203050128
DEU,(280) Germany,1203060101
DEU,(280) Germany,1203060102
DEU,(280) Germany,1203060103
DEU,(280) Germany,1203060104
DEU,(280) Germany,1203060105
DEU,(280) Germany,1203060106
DEU,(280) Germany,1203060107
DEU,(280) Germany,1203060108
DEU,(280) Germany,1203060109
DEU,(280) Germany,1203060110
DEU,(280) Germany,1203060111
DEU,(280) Germany,1203060112
DEU,(280) Germany,1203060113
DEU,(280) Germany,1203060114
DEU,(280) Germany,1203060115
DEU,(280) Germany,1203060116
DEU,(280) Germany,1203060117
DEU,(280) Germany,1203060118
DEU,(280) Germany,1203060119
DEU,(280) Germany,1203060120
DEU,(280) Germany,1203060121
DEU,(280) Germany,1203060122
DEU,(280) Germany,1203060123
DEU,(280) Germany,1203060124
DEU,(280) Germany,1203060125
DEU,(280) Germany,1203060126
DEU,(280) Germany,1203060127
DEU,(280) Germany,1203060128
DEU,(280) Germany,1203060129
DEU,(280) Germany,1203060130
DEU,(280) Germany,1203060131
DEU,(280) Germany,1203060132
DEU,(280) Germany,1204010101
DEU,(280) Germany,1204010102
DEU,(280) Germany,1204010103
DEU,(280) Germany,1204010104
DEU,(280) Germany,1204010105
DEU,(280) Germany,1204010106
DEU,(280) Germany,1204010107
DEU,(280) Germany,1204010108
DEU,(280) Germany,1204010109
DEU,(280) Germany,1204010110
DEU,(280) Germany,1204010111
DEU,(280) Germany,1204010112
DEU,(280) Germany,1204010113
DEU,(280) Germany,1204010114
DEU,(280) Germany,1204010115
DEU,(280) Germany,1204010116
DEU,(280) Germany,1204010117
DEU,(280) Germany,1204010118
DEU,(280) Germany,1205010101
DEU,(280) Germany,1205010102
DEU,(280) Germany,1205010103
DEU,(280) Germany,1205010104
DEU,(280) Germany,1205010105
DEU,(280) Germany,1205010106
DEU,(280) Germany,1205010107
DEU,(280) Germany,1205010108
DEU,(280) Germany,1205010109
DEU,(280) Germany,1205010110
DEU,(280) Germany,1205010111
DEU,(280) Germany,1205010112
DEU,(280) Germany,1205010113
