ICCS_year,COUNTRY,IDSTUD,TOTWGTS,obey,rights,local,work,envir,vote,history,respect,news,protest,discuss,party,female,books,edexp,ed_mom,ed_dad,id,id2
1999,BGR,70612,19.731323,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,0,NA,NA,5408,BGR70612
1999,BGR,100301,17.993942,1,1,0,1,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,5409,BGR100301
1999,BGR,100303,17.993942,0,0,0,1,0,0,1,0,0,0,0,0,1,3,2,2,2,5410,BGR100303
1999,BGR,100311,17.993942,1,1,0,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,5411,BGR100311
1999,BGR,160619,11.838773,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,5412,BGR160619
1999,BGR,300320,41.435682,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,NA,NA,5413,BGR300320
1999,BGR,320414,23.247605,1,1,1,1,1,0,0,1,0,1,0,1,1,3,1,NA,NA,5414,BGR320414
1999,BGR,360306,43.673135,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,0,1,2,5415,BGR360306
1999,BGR,570120,20.19555,NA,0,0,1,0,NA,1,1,0,1,NA,NA,1,1,0,0,1,5416,BGR570120
1999,BGR,580216,22.859282,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,5417,BGR580216
1999,BGR,600203,27.247999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5418,BGR600203
1999,BGR,600217,27.247999,1,1,1,1,1,1,0,0,0,1,0,0,1,2,0,2,1,5419,BGR600217
1999,BGR,710211,23.515373,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,5420,BGR710211
1999,BGR,810206,26.009446,1,1,1,1,1,1,1,1,1,1,1,0,1,3,2,2,1,5421,BGR810206
1999,BGR,870218,23.40849,1,0,1,NA,0,1,1,1,1,1,1,1,1,2,2,2,2,5422,BGR870218
1999,BGR,870225,23.40849,1,1,0,1,0,1,1,0,1,NA,0,0,1,3,0,1,1,5423,BGR870225
1999,BGR,880214,28.610377,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,NA,5424,BGR880214
1999,BGR,910206,33.296569,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,5425,BGR910206
1999,BGR,980208,21.902696,1,0,NA,0,0,0,0,0,0,0,0,0,1,2,0,1,1,5426,BGR980208
1999,BGR,1110208,26.433496,1,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,1,0,0,0,0,5427,BGR1110208
1999,BGR,1150107,13.839444,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,2,2,5428,BGR1150107
1999,BGR,1280103,18.062111,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,5429,BGR1280103
1999,BGR,1280119,18.062111,1,1,1,1,1,1,1,0,1,0,1,1,1,2,2,1,1,5430,BGR1280119
1999,BGR,1280123,18.062111,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,NA,NA,5431,BGR1280123
1999,BGR,1300114,17.339631,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,5432,BGR1300114
1999,BGR,1300122,17.339631,1,1,0,1,0,1,1,1,0,0,1,1,1,2,0,1,1,5433,BGR1300122
1999,BGR,1300124,17.339631,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,0,0,0,5434,BGR1300124
1999,BGR,1310101,17.881488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5435,BGR1310101
1999,BGR,1310104,17.881488,1,1,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,5436,BGR1310104
1999,BGR,1310108,17.881488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5437,BGR1310108
1999,BGR,1310112,17.881488,0,1,NA,0,1,1,1,NA,1,1,0,0,1,NA,NA,NA,NA,5438,BGR1310112
1999,BGR,1310114,17.881488,1,1,1,1,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,5439,BGR1310114
1999,BGR,1310115,17.881488,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,5440,BGR1310115
1999,BGR,1310116,17.881488,1,0,NA,0,NA,1,NA,0,1,1,1,1,1,NA,NA,NA,NA,5441,BGR1310116
1999,BGR,1350109,24.116033,1,0,NA,1,NA,1,0,1,1,0,NA,1,1,0,0,1,2,5442,BGR1350109
1999,BGR,1510102,48.090281,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,5443,BGR1510102
1999,BGR,1510107,48.090281,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,0,1,1,5444,BGR1510107
1999,BGR,1520105,46.16667,1,1,0,1,1,1,0,0,1,NA,0,0,1,3,2,2,1,5445,BGR1520105
1999,BGR,1520110,46.16667,1,1,1,1,1,1,1,1,0,1,0,0,1,2,2,1,1,5446,BGR1520110
1999,BGR,1610103,49.464289,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,1,1,0,1,1,5447,BGR1610103
1999,BGR,10701,26.075271,1,1,0,1,1,1,1,0,1,1,0,0,1,2,2,2,2,5448,BGR10701
1999,BGR,10705,26.075271,1,1,0,1,1,1,1,1,0,1,0,0,1,3,2,1,2,5449,BGR10705
1999,BGR,10707,26.075271,1,1,1,1,0,0,1,0,0,1,1,0,1,3,2,1,1,5450,BGR10707
1999,BGR,10708,26.075271,1,1,0,1,1,1,1,0,0,1,0,0,1,3,0,2,2,5451,BGR10708
1999,BGR,10710,26.075271,1,1,1,0,1,1,1,1,1,0,0,0,1,3,1,1,2,5452,BGR10710
1999,BGR,10712,26.075271,1,1,0,1,1,0,1,0,1,1,0,0,1,2,2,2,2,5453,BGR10712
1999,BGR,10713,26.075271,1,1,0,1,1,1,1,0,1,0,1,0,1,2,2,2,2,5454,BGR10713
1999,BGR,10714,26.075271,1,1,1,1,0,0,1,1,1,1,0,1,1,2,1,2,2,5455,BGR10714
1999,BGR,10716,26.075271,1,1,0,1,1,1,1,1,1,1,0,1,1,3,2,2,2,5456,BGR10716
1999,BGR,10717,26.075271,1,NA,NA,NA,NA,1,1,NA,0,NA,NA,0,1,3,2,1,1,5457,BGR10717
1999,BGR,10719,26.075271,1,1,0,1,1,0,1,0,1,0,0,NA,1,3,2,2,2,5458,BGR10719
1999,BGR,10722,26.075271,1,1,0,1,1,0,1,0,1,0,NA,1,1,3,1,2,2,5459,BGR10722
1999,BGR,40402,24.744092,1,1,1,0,1,0,1,1,1,1,1,0,1,3,1,2,2,5460,BGR40402
1999,BGR,40403,24.744092,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,2,1,5461,BGR40403
1999,BGR,40404,24.744092,1,0,NA,1,1,1,0,0,1,1,NA,NA,1,1,0,1,1,5462,BGR40404
1999,BGR,40406,24.744092,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5463,BGR40406
1999,BGR,40407,24.744092,1,1,1,1,1,0,1,1,0,0,NA,0,1,3,0,1,1,5464,BGR40407
1999,BGR,40413,24.744092,1,NA,1,1,0,1,1,1,0,NA,1,0,1,3,1,2,1,5465,BGR40413
1999,BGR,40415,24.744092,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,2,1,5466,BGR40415
1999,BGR,40416,24.744092,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,5467,BGR40416
1999,BGR,40417,24.744092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,5468,BGR40417
1999,BGR,40418,24.744092,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,0,1,1,5469,BGR40418
1999,BGR,40420,24.744092,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,5470,BGR40420
1999,BGR,40423,24.744092,1,1,1,1,1,1,1,0,1,1,1,1,1,3,0,1,1,5471,BGR40423
1999,BGR,60103,22.980695,1,1,1,1,1,1,1,0,1,1,0,1,1,3,2,2,2,5472,BGR60103
1999,BGR,60106,22.980695,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,2,2,5473,BGR60106
1999,BGR,60111,22.980695,1,1,0,1,1,1,1,0,0,1,0,0,1,3,2,2,2,5474,BGR60111
1999,BGR,60113,22.980695,1,1,1,1,1,1,1,1,1,NA,1,0,1,3,2,2,2,5475,BGR60113
1999,BGR,60114,22.980695,1,1,1,1,1,1,1,1,1,1,0,0,1,3,2,2,2,5476,BGR60114
1999,BGR,60116,22.980695,1,1,0,1,1,0,1,1,0,0,1,0,1,2,2,1,2,5477,BGR60116
1999,BGR,60117,22.980695,1,1,0,1,1,1,1,1,0,NA,0,0,1,3,2,2,2,5478,BGR60117
1999,BGR,60120,22.980695,1,1,1,0,0,1,1,1,1,0,0,0,1,1,2,2,2,5479,BGR60120
1999,BGR,60122,22.980695,1,0,NA,0,0,1,1,1,0,NA,1,0,1,2,2,1,2,5480,BGR60122
1999,BGR,60125,22.980695,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,5481,BGR60125
1999,BGR,60126,22.980695,1,1,0,1,1,1,1,0,1,0,0,0,1,3,2,2,2,5482,BGR60126
1999,BGR,70615,19.731323,1,1,0,NA,1,1,1,1,0,0,1,1,1,1,0,0,0,5483,BGR70615
1999,BGR,70617,19.731323,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,5484,BGR70617
1999,BGR,80301,13.871723,0,1,NA,1,NA,0,NA,0,NA,1,0,0,1,2,1,1,1,5485,BGR80301
1999,BGR,80302,13.871723,0,1,NA,1,NA,0,NA,0,NA,1,0,0,1,2,1,2,2,5486,BGR80302
1999,BGR,80303,13.871723,1,1,0,1,1,1,1,0,1,1,0,0,1,3,2,2,2,5487,BGR80303
1999,BGR,80304,13.871723,1,1,0,1,1,1,1,1,0,1,0,0,1,2,1,2,2,5488,BGR80304
1999,BGR,80305,13.871723,1,1,0,1,1,1,1,1,0,0,0,0,1,3,1,2,2,5489,BGR80305
1999,BGR,80308,13.871723,1,1,1,0,0,0,1,1,0,1,0,0,1,3,1,2,2,5490,BGR80308
1999,BGR,80309,13.871723,1,1,1,1,0,0,1,0,0,0,0,0,1,3,2,0,1,5491,BGR80309
1999,BGR,80310,13.871723,1,1,0,1,1,1,1,1,1,1,0,0,1,3,1,2,2,5492,BGR80310
1999,BGR,80311,13.871723,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,2,2,5493,BGR80311
1999,BGR,80312,13.871723,1,1,1,1,1,1,1,0,1,1,0,0,1,3,2,1,1,5494,BGR80312
1999,BGR,80313,13.871723,1,1,1,1,0,1,1,0,1,1,0,0,1,3,1,2,2,5495,BGR80313
1999,BGR,80314,13.871723,1,1,1,1,1,0,1,1,1,NA,0,0,1,1,2,1,1,5496,BGR80314
1999,BGR,80316,13.871723,1,1,0,1,1,0,0,1,1,1,0,NA,1,3,1,1,1,5497,BGR80316
1999,BGR,80317,13.871723,1,1,1,1,1,1,1,0,1,1,1,0,1,3,2,2,2,5498,BGR80317
1999,BGR,80318,13.871723,0,1,1,1,0,NA,1,0,0,NA,0,1,1,1,2,1,1,5499,BGR80318
1999,BGR,80319,13.871723,1,1,0,1,1,1,1,0,NA,1,NA,0,1,1,2,1,1,5500,BGR80319
1999,BGR,80320,13.871723,1,0,0,1,0,0,1,1,1,1,0,0,1,2,1,NA,1,5501,BGR80320
1999,BGR,80322,13.871723,1,1,1,1,1,1,1,NA,NA,NA,0,0,1,3,1,2,2,5502,BGR80322
1999,BGR,80323,13.871723,1,1,0,0,1,1,1,0,0,NA,0,0,1,3,1,1,1,5503,BGR80323
1999,BGR,100305,17.993942,1,1,1,1,1,1,1,1,1,0,0,0,1,2,2,2,2,5504,BGR100305
1999,BGR,100308,17.993942,1,1,1,1,0,1,NA,0,1,1,0,0,1,2,0,2,0,5505,BGR100308
1999,BGR,100309,17.993942,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,0,0,5506,BGR100309
1999,BGR,100312,17.993942,1,1,0,0,0,1,0,1,0,1,0,0,1,3,0,2,2,5507,BGR100312
1999,BGR,100313,17.993942,1,1,1,1,0,1,1,1,1,1,0,0,1,2,2,2,2,5508,BGR100313
1999,BGR,100314,17.993942,1,1,1,1,1,0,1,1,1,1,0,0,1,3,2,1,2,5509,BGR100314
1999,BGR,100316,17.993942,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,5510,BGR100316
1999,BGR,100317,17.993942,1,1,1,1,1,0,1,0,1,0,0,0,1,3,2,2,2,5511,BGR100317
1999,BGR,100318,17.993942,1,1,0,1,1,0,1,0,0,0,0,0,1,2,1,NA,NA,5512,BGR100318
1999,BGR,100319,17.993942,1,1,1,NA,1,0,1,1,0,1,0,0,1,1,1,2,2,5513,BGR100319
1999,BGR,100322,17.993942,1,1,1,1,1,0,1,0,1,1,0,0,1,3,1,2,2,5514,BGR100322
1999,BGR,100324,17.993942,1,1,0,1,1,0,1,0,1,NA,NA,NA,1,2,1,1,2,5515,BGR100324
1999,BGR,110202,11.265773,1,0,0,0,0,1,1,0,0,1,0,0,1,2,2,1,2,5516,BGR110202
1999,BGR,110204,11.265773,1,0,0,NA,1,1,1,1,1,NA,0,NA,1,2,1,1,2,5517,BGR110204
1999,BGR,110205,11.265773,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1,1,5518,BGR110205
1999,BGR,110206,11.265773,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,5519,BGR110206
1999,BGR,110207,11.265773,1,NA,0,1,1,1,1,1,0,0,NA,0,1,2,0,2,1,5520,BGR110207
1999,BGR,110209,11.265773,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,5521,BGR110209
1999,BGR,110210,11.265773,1,0,0,1,0,1,1,0,1,0,0,0,1,2,0,0,0,5522,BGR110210
1999,BGR,110218,11.265773,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,1,0,1,1,5523,BGR110218
1999,BGR,110224,11.265773,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,1,5524,BGR110224
1999,BGR,110226,11.265773,1,1,0,1,1,1,0,0,1,1,NA,0,1,1,2,1,1,5525,BGR110226
1999,BGR,120102,21.867785,1,1,0,1,1,1,0,0,1,1,0,0,1,3,2,2,2,5526,BGR120102
1999,BGR,120103,21.867785,1,0,1,1,1,0,1,1,1,1,1,1,1,3,1,2,2,5527,BGR120103
1999,BGR,120104,21.867785,1,0,0,1,0,1,1,1,1,0,0,0,1,3,1,2,2,5528,BGR120104
1999,BGR,120105,21.867785,1,1,0,1,1,1,1,0,1,0,0,0,1,3,2,2,2,5529,BGR120105
1999,BGR,120108,21.867785,1,1,1,1,1,1,1,1,0,1,0,0,1,3,1,1,2,5530,BGR120108
1999,BGR,120109,21.867785,1,1,1,1,1,1,1,1,1,1,NA,1,1,3,2,2,2,5531,BGR120109
1999,BGR,120110,21.867785,0,0,NA,0,0,0,0,0,1,0,0,1,1,3,2,2,2,5532,BGR120110
1999,BGR,120111,21.867785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,5533,BGR120111
1999,BGR,120114,21.867785,1,1,1,1,1,1,1,1,1,1,0,0,1,3,2,2,2,5534,BGR120114
1999,BGR,120117,21.867785,1,1,0,1,1,0,1,1,1,1,0,0,1,3,2,2,2,5535,BGR120117
1999,BGR,120119,21.867785,1,1,1,1,1,0,1,1,1,0,0,0,1,3,2,2,2,5536,BGR120119
1999,BGR,120121,21.867785,1,1,1,1,1,1,1,1,1,1,0,0,1,3,2,2,2,5537,BGR120121
1999,BGR,120123,21.867785,1,1,NA,1,1,0,1,1,1,1,0,0,1,3,1,2,2,5538,BGR120123
1999,BGR,120124,21.867785,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,2,2,5539,BGR120124
1999,BGR,120125,21.867785,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,2,2,5540,BGR120125
1999,BGR,130504,22.007977,1,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,1,5541,BGR130504
1999,BGR,130506,22.007977,1,0,0,1,0,1,0,1,1,1,0,0,1,3,1,2,2,5542,BGR130506
1999,BGR,130507,22.007977,1,1,0,1,1,1,1,1,0,1,0,0,1,3,1,2,2,5543,BGR130507
1999,BGR,130508,22.007977,1,1,1,1,1,1,1,1,0,0,NA,0,1,2,1,1,1,5544,BGR130508
1999,BGR,130509,22.007977,1,0,0,NA,NA,0,0,1,0,0,0,0,1,1,1,1,1,5545,BGR130509
1999,BGR,130510,22.007977,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,5546,BGR130510
1999,BGR,130511,22.007977,1,1,1,1,1,1,1,1,1,1,0,0,1,3,1,2,2,5547,BGR130511
1999,BGR,130512,22.007977,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,5548,BGR130512
1999,BGR,130513,22.007977,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,0,NA,5549,BGR130513
1999,BGR,130514,22.007977,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,5550,BGR130514
1999,BGR,130515,22.007977,1,1,1,1,1,1,1,0,1,0,0,1,1,3,2,2,2,5551,BGR130515
1999,BGR,130516,22.007977,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,2,5552,BGR130516
1999,BGR,130518,22.007977,1,1,1,1,1,1,1,1,0,1,0,0,1,3,2,2,2,5553,BGR130518
1999,BGR,130519,22.007977,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,2,2,5554,BGR130519
1999,BGR,130520,22.007977,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,5555,BGR130520
1999,BGR,130521,22.007977,1,1,1,0,1,1,0,0,1,1,0,0,1,2,1,1,2,5556,BGR130521
1999,BGR,130522,22.007977,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,2,5557,BGR130522
1999,BGR,130523,22.007977,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,2,2,5558,BGR130523
1999,BGR,130524,22.007977,1,1,1,1,1,0,1,1,1,1,0,0,1,2,1,1,2,5559,BGR130524
1999,BGR,140102,25.244475,0,1,1,1,0,0,1,0,0,NA,NA,0,1,0,0,NA,NA,5560,BGR140102
1999,BGR,140104,25.244475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,5561,BGR140104
1999,BGR,140106,25.244475,1,0,1,0,0,1,1,1,1,1,0,0,1,3,2,1,1,5562,BGR140106
1999,BGR,140107,25.244475,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5563,BGR140107
1999,BGR,140108,25.244475,1,1,NA,0,0,0,1,0,1,0,0,1,1,1,0,1,0,5564,BGR140108
1999,BGR,140111,25.244475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,0,5565,BGR140111
1999,BGR,140112,25.244475,1,1,1,0,1,0,1,0,1,0,0,0,1,3,1,2,2,5566,BGR140112
1999,BGR,140113,25.244475,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,NA,NA,5567,BGR140113
1999,BGR,140116,25.244475,1,1,1,NA,0,NA,0,1,1,0,0,1,1,0,0,0,0,5568,BGR140116
1999,BGR,150506,27.104594,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,0,0,5569,BGR150506
1999,BGR,150507,27.104594,1,NA,NA,1,NA,1,1,NA,0,1,NA,0,1,2,1,1,1,5570,BGR150507
1999,BGR,150508,27.104594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,5571,BGR150508
1999,BGR,150510,27.104594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,5572,BGR150510
1999,BGR,150511,27.104594,1,1,0,1,0,0,0,0,0,0,0,0,1,3,0,2,0,5573,BGR150511
1999,BGR,150514,27.104594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,1,5574,BGR150514
1999,BGR,150515,27.104594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,5575,BGR150515
1999,BGR,150517,27.104594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,0,5576,BGR150517
1999,BGR,150518,27.104594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,5577,BGR150518
1999,BGR,160602,11.838773,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,5578,BGR160602
1999,BGR,160604,11.838773,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2,1,5579,BGR160604
1999,BGR,160605,11.838773,1,1,1,1,1,NA,0,1,1,0,0,1,1,3,0,1,1,5580,BGR160605
1999,BGR,160606,11.838773,1,1,1,1,0,NA,1,NA,1,NA,1,0,1,3,1,1,1,5581,BGR160606
1999,BGR,160608,11.838773,1,1,1,1,1,0,1,0,0,1,NA,0,1,3,2,2,NA,5582,BGR160608
1999,BGR,160609,11.838773,1,0,1,0,1,1,1,0,0,0,0,0,1,2,2,0,2,5583,BGR160609
1999,BGR,160610,11.838773,1,1,1,1,1,1,1,1,0,1,0,0,1,3,2,2,NA,5584,BGR160610
1999,BGR,160612,11.838773,0,1,1,1,1,NA,1,0,1,1,0,0,1,3,1,NA,NA,5585,BGR160612
1999,BGR,160613,11.838773,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5586,BGR160613
1999,BGR,160617,11.838773,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,2,5587,BGR160617
1999,BGR,160618,11.838773,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,NA,NA,5588,BGR160618
1999,BGR,160620,11.838773,1,1,NA,1,0,1,1,0,0,NA,NA,0,1,1,1,1,2,5589,BGR160620
1999,BGR,160621,11.838773,1,1,NA,1,1,NA,1,NA,1,0,0,1,1,2,2,1,1,5590,BGR160621
1999,BGR,170302,26.37579,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,2,5591,BGR170302
1999,BGR,170303,26.37579,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,5592,BGR170303
1999,BGR,170306,26.37579,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,5593,BGR170306
1999,BGR,170309,26.37579,1,1,1,1,1,1,0,1,1,0,1,NA,1,1,1,1,2,5594,BGR170309
1999,BGR,170311,26.37579,1,1,1,0,1,1,1,1,1,1,0,0,1,3,1,2,2,5595,BGR170311
1999,BGR,170315,26.37579,1,1,1,1,1,1,NA,1,1,1,0,1,1,1,1,2,2,5596,BGR170315
1999,BGR,170316,26.37579,1,1,1,1,1,1,1,1,1,1,0,0,1,3,1,2,2,5597,BGR170316
1999,BGR,170317,26.37579,1,1,1,1,1,1,1,NA,1,NA,1,0,1,1,1,1,1,5598,BGR170317
1999,BGR,170319,26.37579,1,1,0,NA,NA,0,NA,1,1,NA,NA,0,1,0,0,1,1,5599,BGR170319
1999,BGR,170321,26.37579,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5600,BGR170321
1999,BGR,170322,26.37579,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,5601,BGR170322
1999,BGR,170324,26.37579,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,2,2,5602,BGR170324
1999,BGR,190608,29.064501,1,1,1,1,1,0,1,1,0,1,0,0,1,2,0,0,0,5603,BGR190608
1999,BGR,190610,29.064501,1,1,1,0,1,0,0,0,0,0,0,0,1,3,0,2,2,5604,BGR190610
1999,BGR,190611,29.064501,1,NA,0,1,NA,1,1,1,NA,1,1,0,1,3,1,2,2,5605,BGR190611
1999,BGR,190618,29.064501,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,1,5606,BGR190618
1999,BGR,190619,29.064501,1,1,1,1,1,0,1,1,0,NA,0,0,1,3,1,1,2,5607,BGR190619
1999,BGR,190620,29.064501,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,5608,BGR190620
1999,BGR,210105,33.012,0,1,0,1,0,0,1,0,0,1,0,0,1,3,2,2,2,5609,BGR210105
1999,BGR,210106,33.012,1,1,1,1,1,1,1,1,1,1,0,0,1,3,2,2,2,5610,BGR210106
1999,BGR,210109,33.012,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,2,2,5611,BGR210109
1999,BGR,210116,33.012,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,2,2,5612,BGR210116
1999,BGR,210118,33.012,1,1,0,0,1,0,1,0,1,1,0,0,1,3,2,2,2,5613,BGR210118
1999,BGR,210119,33.012,1,1,0,1,1,1,1,0,1,1,0,0,1,3,2,2,2,5614,BGR210119
1999,BGR,210122,33.012,1,1,1,1,1,1,1,1,1,1,0,0,1,3,1,2,2,5615,BGR210122
1999,BGR,210125,33.012,1,1,1,1,1,1,1,1,1,1,1,0,1,3,2,2,2,5616,BGR210125
1999,BGR,210126,33.012,1,1,0,1,1,1,1,0,1,1,0,0,1,3,2,2,2,5617,BGR210126
1999,BGR,220104,27.678888,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,1,5618,BGR220104
1999,BGR,220105,27.678888,1,1,1,1,1,1,1,0,0,0,1,0,1,3,2,2,1,5619,BGR220105
1999,BGR,220106,27.678888,1,1,0,1,1,1,1,1,1,1,1,0,1,3,2,2,1,5620,BGR220106
1999,BGR,220107,27.678888,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,2,2,5621,BGR220107
1999,BGR,220108,27.678888,1,1,0,1,1,1,1,1,0,1,0,0,1,3,1,2,2,5622,BGR220108
1999,BGR,220111,27.678888,1,1,0,1,1,1,1,1,1,0,0,0,1,1,2,1,1,5623,BGR220111
1999,BGR,220112,27.678888,0,0,0,0,0,0,0,0,NA,1,NA,0,1,2,2,1,1,5624,BGR220112
1999,BGR,220113,27.678888,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,2,1,5625,BGR220113
1999,BGR,220119,27.678888,1,1,1,1,1,0,1,1,1,1,1,0,1,2,2,2,2,5626,BGR220119
1999,BGR,220120,27.678888,1,1,1,1,1,0,1,1,1,1,0,0,1,3,2,2,2,5627,BGR220120
1999,BGR,220122,27.678888,1,0,1,1,1,0,1,0,0,0,0,0,1,3,2,2,2,5628,BGR220122
1999,BGR,220127,27.678888,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,5629,BGR220127
1999,BGR,230301,26.614315,1,1,1,1,1,0,1,1,1,0,1,0,1,3,1,1,2,5630,BGR230301
1999,BGR,230302,26.614315,NA,1,1,0,1,1,1,1,1,1,1,1,1,3,2,2,2,5631,BGR230302
1999,BGR,230306,26.614315,1,1,1,1,1,0,1,0,1,1,0,0,1,2,1,2,NA,5632,BGR230306
1999,BGR,230307,26.614315,1,1,0,1,1,0,1,1,0,1,NA,NA,1,2,2,2,NA,5633,BGR230307
1999,BGR,230308,26.614315,1,0,0,0,0,1,1,0,1,1,1,1,1,3,2,2,1,5634,BGR230308
1999,BGR,230312,26.614315,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,5635,BGR230312
1999,BGR,230314,26.614315,1,1,0,1,1,0,1,0,1,1,0,0,1,3,1,1,2,5636,BGR230314
1999,BGR,230315,26.614315,0,0,1,1,1,0,1,0,1,0,0,0,1,3,1,NA,NA,5637,BGR230315
1999,BGR,230319,26.614315,1,1,1,1,1,0,1,NA,1,1,1,NA,1,2,2,2,1,5638,BGR230319
1999,BGR,230320,26.614315,1,1,0,1,1,1,1,1,1,1,0,0,1,3,1,2,2,5639,BGR230320
