ICCS_year,COUNTRY,IDSTUD,TOTWGTS,obey,rights,local,work,envir,vote,history,respect,news,protest,discuss,party,female,books,edexp,ed_mom,ed_dad,id,id2
1999,FIN,791006,20.433816,1,1,1,1,1,0,1,0,0,1,1,1,0,2,1,NA,NA,44155,FIN791006
1999,FIN,791010,20.433816,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,2,2,44156,FIN791010
1999,FIN,791013,20.433816,1,1,0,1,1,1,1,1,1,0,0,0,0,2,1,1,0,44157,FIN791013
1999,FIN,791015,20.433816,1,0,0,1,0,1,0,1,1,1,0,0,0,1,2,2,2,44158,FIN791015
1999,FIN,791016,20.433816,1,0,0,1,0,1,1,0,0,1,0,0,0,1,2,0,0,44159,FIN791016
1999,FIN,791021,20.433816,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,44160,FIN791021
1999,FIN,791023,20.433816,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,2,44161,FIN791023
1999,FIN,800301,13.672542,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,44162,FIN800301
1999,FIN,800303,13.672542,1,1,0,1,1,0,1,0,0,0,0,0,0,3,2,0,2,44163,FIN800303
1999,FIN,800304,13.672542,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,44164,FIN800304
1999,FIN,800306,13.672542,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,2,2,44165,FIN800306
1999,FIN,800308,13.672542,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,44166,FIN800308
1999,FIN,800313,13.672542,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,2,44167,FIN800313
1999,FIN,800314,13.672542,1,1,1,1,1,1,1,1,1,0,0,0,0,3,2,2,2,44168,FIN800314
1999,FIN,800315,13.672542,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,2,2,44169,FIN800315
1999,FIN,800318,13.672542,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,2,44170,FIN800318
1999,FIN,800319,13.672542,1,1,1,1,0,1,1,0,1,0,0,0,0,2,1,0,0,44171,FIN800319
1999,FIN,800321,13.672542,1,0,0,1,1,1,1,1,1,0,1,0,0,2,2,2,2,44172,FIN800321
1999,FIN,800324,13.672542,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,2,2,44173,FIN800324
1999,FIN,810601,14.732797,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,2,2,44174,FIN810601
1999,FIN,810602,14.732797,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,NA,NA,44175,FIN810602
1999,FIN,810603,14.732797,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,2,2,44176,FIN810603
1999,FIN,810604,14.732797,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,NA,NA,44177,FIN810604
1999,FIN,810609,14.732797,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,44178,FIN810609
1999,FIN,810613,14.732797,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,0,1,1,NA,NA,44179,FIN810613
1999,FIN,810616,14.732797,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,44180,FIN810616
1999,FIN,830202,14.207634,1,1,0,1,1,0,1,0,0,0,1,0,0,2,1,2,2,44181,FIN830202
1999,FIN,830203,14.207634,1,1,1,1,NA,0,0,NA,0,1,0,0,0,1,0,NA,NA,44182,FIN830203
1999,FIN,830208,14.207634,1,0,0,1,1,0,1,0,0,NA,0,0,0,2,1,0,2,44183,FIN830208
1999,FIN,830210,14.207634,1,1,1,1,0,0,1,1,1,0,0,1,0,2,2,NA,NA,44184,FIN830210
1999,FIN,830212,14.207634,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,NA,44185,FIN830212
1999,FIN,830214,14.207634,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,2,2,44186,FIN830214
1999,FIN,830215,14.207634,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,2,44187,FIN830215
1999,FIN,830217,14.207634,1,0,0,1,0,0,1,NA,1,0,0,0,0,2,2,2,0,44188,FIN830217
1999,FIN,830219,14.207634,1,NA,NA,1,NA,0,1,NA,1,NA,1,1,0,1,0,NA,NA,44189,FIN830219
1999,FIN,840501,19.065729,1,1,0,1,1,1,1,0,1,0,0,0,0,3,2,2,2,44190,FIN840501
1999,FIN,840502,19.065729,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,44191,FIN840502
1999,FIN,840503,19.065729,1,1,1,1,1,1,1,1,1,1,1,0,0,3,1,2,NA,44192,FIN840503
1999,FIN,840506,19.065729,1,0,1,1,1,0,1,1,0,0,0,0,0,2,1,2,0,44193,FIN840506
1999,FIN,840510,19.065729,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,2,2,44194,FIN840510
1999,FIN,840512,19.065729,1,1,1,1,1,1,1,1,1,1,1,0,0,3,1,2,2,44195,FIN840512
1999,FIN,840515,19.065729,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,NA,NA,44196,FIN840515
1999,FIN,840517,19.065729,1,1,0,1,0,1,1,NA,1,1,1,1,0,1,0,0,0,44197,FIN840517
1999,FIN,840520,19.065729,1,1,0,1,0,1,1,1,0,1,0,0,0,2,1,2,2,44198,FIN840520
1999,FIN,850503,21.901925,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,2,44199,FIN850503
1999,FIN,850509,21.901925,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,44200,FIN850509
1999,FIN,850510,21.901925,1,0,0,1,1,0,1,0,1,1,0,0,0,2,1,0,2,44201,FIN850510
1999,FIN,850514,21.901925,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,44202,FIN850514
1999,FIN,850518,21.901925,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,NA,0,44203,FIN850518
1999,FIN,850520,21.901925,0,1,1,1,1,NA,0,0,0,1,0,0,0,1,0,NA,NA,44204,FIN850520
1999,FIN,850521,21.901925,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2,NA,44205,FIN850521
1999,FIN,850522,21.901925,1,1,1,1,1,1,1,0,1,1,1,0,0,2,1,0,2,44206,FIN850522
1999,FIN,860402,15.184409,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,44207,FIN860402
1999,FIN,860405,15.184409,1,1,0,1,NA,0,1,1,0,0,NA,0,0,1,0,0,2,44208,FIN860405
1999,FIN,860406,15.184409,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,NA,NA,44209,FIN860406
1999,FIN,860412,15.184409,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,44210,FIN860412
1999,FIN,860414,15.184409,1,1,1,1,1,0,0,0,1,1,0,0,0,2,0,NA,NA,44211,FIN860414
1999,FIN,860415,15.184409,1,1,1,1,1,1,1,0,0,1,0,0,0,3,1,NA,NA,44212,FIN860415
1999,FIN,860416,15.184409,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,2,44213,FIN860416
1999,FIN,860417,15.184409,1,1,0,1,1,1,1,1,0,0,0,0,0,3,0,2,NA,44214,FIN860417
1999,FIN,860419,15.184409,1,0,1,1,0,1,1,1,1,0,0,0,0,2,0,2,2,44215,FIN860419
1999,FIN,860420,15.184409,1,0,0,1,1,0,1,1,0,0,0,0,0,3,1,0,1,44216,FIN860420
1999,FIN,860422,15.184409,1,1,0,1,1,0,1,1,1,0,0,0,0,2,1,2,2,44217,FIN860422
1999,FIN,860424,15.184409,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,2,2,44218,FIN860424
1999,FIN,860425,15.184409,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,NA,44219,FIN860425
1999,FIN,860426,15.184409,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,44220,FIN860426
1999,FIN,870305,17.996337,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,2,2,44221,FIN870305
1999,FIN,870308,17.996337,1,1,0,1,0,0,1,1,0,0,0,0,0,2,0,2,0,44222,FIN870308
1999,FIN,870309,17.996337,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,44223,FIN870309
1999,FIN,870310,17.996337,1,1,1,1,0,1,1,1,1,1,0,0,0,3,0,2,NA,44224,FIN870310
1999,FIN,870311,17.996337,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,2,2,44225,FIN870311
1999,FIN,870313,17.996337,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,NA,NA,44226,FIN870313
1999,FIN,870316,17.996337,1,1,1,1,1,0,1,0,0,0,1,0,0,2,1,0,NA,44227,FIN870316
1999,FIN,870317,17.996337,1,1,1,1,1,0,1,1,1,1,0,0,0,2,1,NA,NA,44228,FIN870317
1999,FIN,870318,17.996337,1,1,1,1,0,1,1,1,1,1,1,0,0,1,2,2,0,44229,FIN870318
1999,FIN,870320,17.996337,1,1,0,1,1,1,1,1,0,0,0,0,0,3,1,2,2,44230,FIN870320
1999,FIN,870321,17.996337,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,NA,0,44231,FIN870321
1999,FIN,870322,17.996337,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,0,0,44232,FIN870322
1999,FIN,870323,17.996337,0,1,0,1,0,0,0,0,1,0,0,0,0,3,1,2,2,44233,FIN870323
1999,FIN,870324,17.996337,1,1,1,1,1,1,0,0,1,0,1,0,0,2,1,NA,NA,44234,FIN870324
1999,FIN,880301,13.118825,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,2,0,44235,FIN880301
1999,FIN,880302,13.118825,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,44236,FIN880302
1999,FIN,880304,13.118825,1,1,1,1,1,1,1,1,1,1,0,0,0,3,2,2,2,44237,FIN880304
1999,FIN,880307,13.118825,1,0,0,1,1,0,1,1,1,0,0,0,0,2,1,2,2,44238,FIN880307
1999,FIN,880312,13.118825,1,0,0,1,0,1,1,0,0,0,0,0,0,3,2,2,2,44239,FIN880312
1999,FIN,890302,16.869432,1,0,1,NA,1,1,0,1,1,0,0,1,0,1,0,2,0,44240,FIN890302
1999,FIN,890303,16.869432,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,44241,FIN890303
1999,FIN,890306,16.869432,1,1,0,1,1,1,1,0,1,1,0,0,0,1,2,2,2,44242,FIN890306
1999,FIN,890308,16.869432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,NA,44243,FIN890308
1999,FIN,890309,16.869432,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,NA,44244,FIN890309
1999,FIN,890314,16.869432,1,1,1,1,0,0,1,1,1,0,1,0,0,3,1,2,NA,44245,FIN890314
1999,FIN,890316,16.869432,1,0,NA,1,NA,0,1,0,0,0,NA,0,0,1,0,0,0,44246,FIN890316
1999,FIN,890317,16.869432,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,44247,FIN890317
1999,FIN,890318,16.869432,1,1,1,1,1,1,0,1,1,1,0,NA,0,2,1,2,NA,44248,FIN890318
1999,FIN,890319,16.869432,1,NA,0,1,1,1,1,NA,1,NA,0,0,0,1,1,2,2,44249,FIN890319
1999,FIN,890320,16.869432,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,NA,NA,44250,FIN890320
1999,FIN,900301,28.119277,1,1,1,1,0,1,1,1,1,0,0,0,0,2,0,2,2,44251,FIN900301
1999,FIN,900302,28.119277,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,44252,FIN900302
1999,FIN,900303,28.119277,1,1,NA,1,NA,1,0,1,0,0,0,0,0,1,1,NA,NA,44253,FIN900303
1999,FIN,900304,28.119277,1,1,NA,1,1,1,1,1,1,NA,NA,NA,0,1,0,0,0,44254,FIN900304
1999,FIN,900305,28.119277,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,44255,FIN900305
1999,FIN,900308,28.119277,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,2,2,44256,FIN900308
1999,FIN,900309,28.119277,1,1,0,1,1,1,1,1,1,1,0,0,0,1,2,2,0,44257,FIN900309
1999,FIN,900310,28.119277,1,1,1,NA,1,1,1,NA,1,NA,NA,0,0,1,0,2,NA,44258,FIN900310
1999,FIN,900314,28.119277,1,1,0,1,0,NA,0,1,0,0,0,0,0,1,0,0,0,44259,FIN900314
1999,FIN,910504,14.987146,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,44260,FIN910504
1999,FIN,910506,14.987146,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,NA,44261,FIN910506
1999,FIN,910507,14.987146,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,44262,FIN910507
1999,FIN,910508,14.987146,1,1,0,1,1,1,1,0,1,0,0,0,0,2,1,2,1,44263,FIN910508
1999,FIN,910509,14.987146,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,NA,NA,44264,FIN910509
1999,FIN,910513,14.987146,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,44265,FIN910513
1999,FIN,910514,14.987146,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,44266,FIN910514
1999,FIN,910519,14.987146,1,1,1,1,1,1,1,1,1,0,1,0,0,3,1,1,0,44267,FIN910519
1999,FIN,910520,14.987146,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,0,0,44268,FIN910520
1999,FIN,910521,14.987146,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,NA,NA,44269,FIN910521
1999,FIN,910522,14.987146,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,NA,NA,44270,FIN910522
1999,FIN,910523,14.987146,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,NA,44271,FIN910523
1999,FIN,920402,16.10535,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,44272,FIN920402
1999,FIN,920403,16.10535,1,0,0,1,1,1,1,1,0,0,1,0,0,2,2,1,0,44273,FIN920403
1999,FIN,920405,16.10535,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,NA,NA,44274,FIN920405
1999,FIN,920406,16.10535,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,2,2,44275,FIN920406
1999,FIN,920407,16.10535,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,44276,FIN920407
1999,FIN,920408,16.10535,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,44277,FIN920408
1999,FIN,920409,16.10535,1,1,0,0,0,1,0,0,1,0,0,NA,0,1,0,0,0,44278,FIN920409
1999,FIN,920412,16.10535,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,NA,0,44279,FIN920412
1999,FIN,920414,16.10535,1,0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,44280,FIN920414
1999,FIN,920415,16.10535,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,NA,NA,44281,FIN920415
1999,FIN,920416,16.10535,1,1,0,1,1,1,0,1,1,1,1,0,0,3,1,2,2,44282,FIN920416
1999,FIN,920422,16.10535,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2,44283,FIN920422
1999,FIN,930305,13.476584,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,2,0,44284,FIN930305
1999,FIN,930306,13.476584,0,1,1,1,1,0,0,1,1,0,0,NA,0,0,0,0,0,44285,FIN930306
1999,FIN,930309,13.476584,1,1,1,1,0,1,0,0,1,0,0,0,0,2,1,0,0,44286,FIN930309
1999,FIN,930311,13.476584,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,2,2,44287,FIN930311
1999,FIN,930312,13.476584,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,2,0,44288,FIN930312
1999,FIN,930314,13.476584,0,0,0,1,1,1,0,0,0,1,0,0,0,NA,0,0,0,44289,FIN930314
1999,FIN,930315,13.476584,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,2,2,44290,FIN930315
1999,FIN,930317,13.476584,1,1,1,1,0,1,1,0,1,0,0,0,0,NA,NA,1,NA,44291,FIN930317
1999,FIN,930318,13.476584,1,0,0,1,0,1,1,1,1,0,0,0,0,3,0,NA,0,44292,FIN930318
1999,FIN,930321,13.476584,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,2,2,2,44293,FIN930321
1999,FIN,930322,13.476584,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,2,0,44294,FIN930322
1999,FIN,930323,13.476584,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,2,0,44295,FIN930323
1999,FIN,930324,13.476584,NA,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,2,44296,FIN930324
1999,FIN,940501,17.669763,1,0,1,1,0,0,0,1,1,0,0,0,0,3,1,2,0,44297,FIN940501
1999,FIN,940502,17.669763,1,1,1,1,1,0,1,1,1,1,1,1,0,2,1,2,0,44298,FIN940502
1999,FIN,940505,17.669763,1,1,0,1,1,0,1,1,1,1,0,0,0,2,1,2,2,44299,FIN940505
1999,FIN,940506,17.669763,1,1,1,1,1,0,1,1,1,0,0,0,0,2,1,2,2,44300,FIN940506
1999,FIN,940507,17.669763,1,1,1,1,0,1,1,1,0,NA,0,0,0,2,1,1,2,44301,FIN940507
1999,FIN,940508,17.669763,1,0,0,1,1,1,1,0,1,0,0,0,0,2,2,2,2,44302,FIN940508
1999,FIN,940511,17.669763,1,1,0,1,1,1,1,0,1,0,0,0,0,2,1,0,2,44303,FIN940511
1999,FIN,940512,17.669763,1,0,0,1,1,1,1,1,1,0,0,0,0,3,1,0,0,44304,FIN940512
1999,FIN,940516,17.669763,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,44305,FIN940516
1999,FIN,950301,17.53405,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA,NA,44306,FIN950301
1999,FIN,950306,17.53405,1,0,1,1,1,0,NA,1,1,0,1,0,0,1,0,NA,NA,44307,FIN950306
1999,FIN,950307,17.53405,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,44308,FIN950307
1999,FIN,950308,17.53405,1,0,0,1,0,1,1,0,1,1,1,0,0,3,0,1,1,44309,FIN950308
1999,FIN,950309,17.53405,1,1,0,1,1,1,1,1,1,1,0,0,0,3,0,0,0,44310,FIN950309
1999,FIN,950311,17.53405,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,NA,NA,44311,FIN950311
1999,FIN,950312,17.53405,1,1,0,1,0,1,0,0,0,1,0,0,0,3,0,NA,NA,44312,FIN950312
1999,FIN,950316,17.53405,1,NA,1,1,1,0,1,NA,1,1,0,0,0,2,0,1,2,44313,FIN950316
1999,FIN,960201,15.908943,1,1,1,1,0,1,1,1,1,1,1,0,0,2,1,1,0,44314,FIN960201
1999,FIN,960202,15.908943,1,1,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,44315,FIN960202
1999,FIN,960203,15.908943,1,1,NA,1,1,1,1,1,NA,0,0,NA,0,1,0,NA,NA,44316,FIN960203
1999,FIN,960207,15.908943,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,NA,NA,44317,FIN960207
1999,FIN,960208,15.908943,1,1,1,1,1,1,1,1,NA,1,1,NA,0,2,0,NA,NA,44318,FIN960208
1999,FIN,960211,15.908943,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,44319,FIN960211
1999,FIN,960212,15.908943,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,44320,FIN960212
1999,FIN,960213,15.908943,1,1,1,1,1,1,1,1,0,0,0,0,0,3,1,2,2,44321,FIN960213
1999,FIN,970404,16.51308,1,1,1,1,1,0,0,1,1,0,NA,0,0,1,0,0,NA,44322,FIN970404
1999,FIN,970405,16.51308,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,2,NA,44323,FIN970405
1999,FIN,970409,16.51308,1,NA,NA,1,1,1,1,0,1,0,NA,1,0,1,0,0,0,44324,FIN970409
1999,FIN,970412,16.51308,1,1,0,1,1,1,1,0,1,0,0,0,0,3,1,0,0,44325,FIN970412
1999,FIN,970414,16.51308,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,NA,NA,44326,FIN970414
1999,FIN,970415,16.51308,1,1,1,1,1,0,1,0,0,1,0,0,0,2,0,2,2,44327,FIN970415
1999,FIN,970417,16.51308,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,44328,FIN970417
1999,FIN,970418,16.51308,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44329,FIN970418
1999,FIN,980101,18.30924,1,NA,1,1,1,0,0,0,0,1,1,0,0,2,0,NA,NA,44330,FIN980101
1999,FIN,980107,18.30924,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,NA,NA,44331,FIN980107
1999,FIN,980108,18.30924,1,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,NA,0,44332,FIN980108
1999,FIN,980110,18.30924,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,2,2,44333,FIN980110
1999,FIN,980111,18.30924,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,NA,2,44334,FIN980111
1999,FIN,980112,18.30924,1,1,0,1,1,0,1,1,0,1,0,0,0,2,0,2,NA,44335,FIN980112
1999,FIN,980113,18.30924,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,NA,44336,FIN980113
1999,FIN,980116,18.30924,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,2,44337,FIN980116
1999,FIN,980118,18.30924,1,1,1,1,1,1,1,0,0,1,0,0,0,2,1,2,2,44338,FIN980118
1999,FIN,980119,18.30924,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,NA,NA,44339,FIN980119
1999,FIN,990204,16.418612,1,1,1,1,1,1,1,1,1,1,1,0,0,3,2,2,2,44340,FIN990204
1999,FIN,990207,16.418612,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,44341,FIN990207
1999,FIN,990209,16.418612,1,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,44342,FIN990209
1999,FIN,990214,16.418612,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,44343,FIN990214
1999,FIN,990217,16.418612,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44344,FIN990217
1999,FIN,990218,16.418612,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,44345,FIN990218
1999,FIN,990220,16.418612,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,NA,NA,44346,FIN990220
1999,FIN,1000101,17.471429,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,2,44347,FIN1000101
1999,FIN,1000102,17.471429,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,NA,44348,FIN1000102
1999,FIN,1000104,17.471429,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,44349,FIN1000104
1999,FIN,1000106,17.471429,1,1,1,1,1,0,1,NA,1,1,0,1,0,1,0,2,NA,44350,FIN1000106
1999,FIN,1000107,17.471429,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,2,0,44351,FIN1000107
1999,FIN,1000109,17.471429,1,1,1,1,0,1,1,1,1,1,0,0,0,3,0,2,0,44352,FIN1000109
1999,FIN,1000111,17.471429,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,2,0,44353,FIN1000111
1999,FIN,1000112,17.471429,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,2,0,44354,FIN1000112
1999,FIN,1000115,17.471429,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,NA,NA,44355,FIN1000115
1999,FIN,1000117,17.471429,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,44356,FIN1000117
1999,FIN,1000120,17.471429,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,1,0,44357,FIN1000120
1999,FIN,1010201,21.742222,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,2,NA,44358,FIN1010201
1999,FIN,1010203,21.742222,1,1,1,1,1,1,1,1,1,0,1,1,0,2,1,NA,NA,44359,FIN1010203
1999,FIN,1010204,21.742222,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,NA,NA,44360,FIN1010204
1999,FIN,1010205,21.742222,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA,44361,FIN1010205
1999,FIN,1010207,21.742222,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,44362,FIN1010207
1999,FIN,1010209,21.742222,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,0,44363,FIN1010209
1999,FIN,1010211,21.742222,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,44364,FIN1010211
1999,FIN,1010212,21.742222,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,44365,FIN1010212
1999,FIN,1020101,18.118519,1,1,0,1,0,0,1,1,1,0,0,0,0,3,2,NA,2,44366,FIN1020101
1999,FIN,1020102,18.118519,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,2,2,44367,FIN1020102
1999,FIN,1020103,18.118519,1,1,1,1,1,1,1,1,1,0,1,0,0,2,0,2,0,44368,FIN1020103
1999,FIN,1020104,18.118519,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,44369,FIN1020104
1999,FIN,1020105,18.118519,1,1,1,1,1,1,1,1,1,0,0,1,0,2,1,NA,2,44370,FIN1020105
1999,FIN,1020106,18.118519,1,1,1,1,NA,0,1,0,1,1,NA,NA,0,2,1,NA,0,44371,FIN1020106
1999,FIN,1020109,18.118519,1,1,NA,1,1,1,1,1,1,0,0,0,0,2,1,2,2,44372,FIN1020109
1999,FIN,1020112,18.118519,1,1,0,1,0,1,0,0,0,0,1,0,0,3,1,1,1,44373,FIN1020112
1999,FIN,1030201,19.310526,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,44374,FIN1030201
1999,FIN,1030202,19.310526,1,1,1,1,1,0,1,1,0,NA,1,0,0,1,0,2,0,44375,FIN1030202
1999,FIN,1030204,19.310526,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,44376,FIN1030204
1999,FIN,1030206,19.310526,1,1,1,1,1,1,1,1,0,1,0,1,0,3,0,0,0,44377,FIN1030206
1999,FIN,1030213,19.310526,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,44378,FIN1030213
1999,FIN,1030214,19.310526,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,44379,FIN1030214
1999,FIN,1030215,19.310526,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,2,0,44380,FIN1030215
1999,FIN,1030216,19.310526,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2,2,44381,FIN1030216
1999,FIN,1030217,19.310526,1,1,0,1,1,0,0,1,0,0,0,0,0,1,2,2,2,44382,FIN1030217
1999,FIN,1040304,22.446424,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,2,44383,FIN1040304
1999,FIN,1040305,22.446424,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,0,44384,FIN1040305
1999,FIN,1040306,22.446424,1,NA,NA,1,1,1,0,0,1,0,0,0,0,1,1,0,0,44385,FIN1040306
1999,FIN,1040307,22.446424,1,1,1,1,1,1,0,1,1,0,0,0,0,3,1,2,0,44386,FIN1040307
1999,FIN,1040310,22.446424,1,1,1,1,1,1,1,0,1,1,0,1,0,2,1,2,2,44387,FIN1040310
1999,FIN,1040311,22.446424,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,NA,44388,FIN1040311
1999,FIN,1040312,22.446424,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44389,FIN1040312
